0.3888000001907348,1.7500999999046325,1,1,スタートしました,ohyama
19.630900000095366,20.778,1,1,独創性が大事だからね,ohyama
81.20459999990463,82.45659999990463,1,1,めちゃくちゃでかい すね,ohyama
118.71920000028611,119.72990000009537,1,1,中種子,ohyama
126.07040000009536,127.74830000019074,1,1,また筋トレに使うって話,ohyama
198.09459999990463,199.669,1,1,水道,ohyama
244.56230000019073,247.1545,1,1,イコは怖くない それは,ohyama
285.6745,286.9803000001907,1,1,水 貯められるし,ohyama
349.106,350.74040000009535,1,1,物理的ではない,ohyama
2.3501000000238417,3.427300000011921,1,2,鍋の,sugiyama
6.5187000000476845,7.731400000035763,1,2,ヘルメットヘルメット,sugiyama
12.7015,14.412400000035763,1,2,ヘルメット,sugiyama
25.966,27.408900000035764,1,2,何かなあ,sugiyama
34.872700000047686,36.75930000001192,1,2,はがき ね,sugiyama
50.82630000001192,54.314600000023844,1,2,そういう経緯 もあった気もするけどな なんか,sugiyama
55.77070000004768,58.23780000001192,1,2,俺だったからボールみたいなやつで,sugiyama
66.94710000002384,68.67840000003575,1,2,なぜでしょう,sugiyama
80.1455,81.61490000003576,1,2,鍋を作れると,sugiyama
94.40260000002384,95.64960000002384,1,2,やめてますね,sugiyama
97.58749999999999,98.59320000004767,1,2,黙ってただけだ,sugiyama
107.16580000001191,109.09470000004768,1,2,廊下で立ってなさいの時に持たせるよ,sugiyama
115.95560000002384,118.94260000002383,1,2,拷問の道具として鍋近いやつ,sugiyama
127.98130000001193,129.45940000003577,1,2,筋トレってことだなんて,sugiyama
138.37590000003578,140.97580000001193,1,2,寄り切り CQC 筋トレができるっていう,sugiyama
145.89270000004768,151.40880000001192,1,2,まあそう の鍋の材質によってはまあなんか 瓦割り みたいなできるかな,sugiyama
158.94500000000002,160.3012000000477,1,2,新しい競技として,sugiyama
206.353,211.0907000000477,1,2,そこで 無視無視買うと金とかカブトムシの部屋にするとね,sugiyama
231.9412000000477,233.4797000000477,1,2,めざまし 水ってこと,sugiyama
