Start,End,Condition,Num,Text
9.463,10.569299999952317,1,2,はい
13.674799999952317,15.105399999976157,1,2,しました
21.365600000023843,22.653199999928475,1,2,靴下
25.011799999952316,29.890199999928477,1,2,アルティス あのペットボトル収納ケース
36.02119999992847,39.56410000002384,1,2,あれだよ あの総帥と水滴があの周りにつかないように
42.589899999976154,43.684299999952316,1,2,包む
78.80879999995231,79.76619999992847,1,2,確かに
149.25060000002387,151.99019999992848,1,2,ひもひもひも系
200.98069999992848,202.82829999995232,1,2,全然手袋になると思うんですけど
214.637,227.07939999997618,1,2,後は あれ あの机とか椅子とかの足に履かせて床が傷つくのを防ぐ もうあるけど 多分 商品
246.686,252.93619999992848,1,2,あとあの靴下 ちょっとほわほわのちょっと 素材を工夫してもう掃除ようにして
259.722,263.90660000002384,1,2,音ありますよね 百均 とかに売ってそう
272.1752999999523,273.3088999999762,1,2,布だから
279.6361000000239,280.639,1,2,そっか
282.41,283.45910000002385,1,2,確かに確かに
285.01360000002387,286.666,1,2,ゴムとかね
297.861,298.8341999999285,1,2,ギブス
313.95139999997616,314.19479999995235,1,2,確かに 筋トレ方法
320.92150000000004,327.8656999999285,1,2,でもやっと まだ吐く 概念は吐く 概念 すら消し去ったら
342.01860000002387,345.4015,1,2,楽しさ どう 結ぶかで飛距離とか
399.2585,406.8153999999762,1,2,そうだね だからもう 洗濯せずに履き続けてそれの 催涙スプレーみたいです 人を苦しませる用途に使うってこと
421.15360000002386,422.2681000000239,1,2,とは
424.6836999999285,428.1205,1,2,植物と花 高成長する系のものを
429.6735,431.33429999995235,1,2,入れといたらあの形みたいに 靴したら
432.82510000002384,433.97339999997615,1,2,ヘチマとか
435.55210000002387,439.79860000002384,1,2,あるやんか ゴーヤ ゴーヤ じゃない ヘチマとかなんか
441.5421000000239,443.729,1,2,そういう方としての使用
447.53879999995235,448.9616999999285,1,2,すすすすすす
