Start,End,Condition,Num,Count,LeftHand,RightHand,Mouth,Nod,GazeSpeeker
-1.419,0.17230000019073488,0,1,96.5,false,false,false,false,false,ohyama
0.17230000019073488,0.6124999999999998,0,1,99,false,false,true,false,false,ohyama
0.6124999999999998,0.8725,0,1,99,false,false,false,false,false,ohyama
0.8725,1.1135999999046327,0,1,98.5,false,false,true,false,false,ohyama
1.1135999999046327,1.7008000001907346,0,1,97.5,false,false,false,false,false,ohyama
1.7008000001907346,1.7029000000953673,0,1,97,false,false,true,false,false,ohyama
1.7029000000953673,2.287199999809265,0,1,95.5,false,false,false,false,false,ohyama
2.287199999809265,2.3815,0,1,95,false,false,true,false,false,ohyama
2.3815,2.939800000190735,0,1,94,false,false,false,false,false,ohyama
2.939800000190735,3.114699999809265,0,1,93.5,false,false,true,false,false,ohyama
3.114699999809265,4.210400000095367,0,1,88.5,false,false,false,false,false,ohyama
4.210400000095367,4.300800000190735,0,1,88,false,false,true,false,false,ohyama
4.300800000190735,6.1578000001907345,0,1,80.5,false,false,false,false,false,ohyama
6.1578000001907345,7.630400000095367,0,1,80,false,false,false,false,true,ohyama
7.630400000095367,10.067499999999999,0,1,71,false,false,false,false,false,ohyama
10.067499999999999,10.417800000190734,0,1,74.5,false,false,true,false,false,ohyama
10.417800000190734,11.316699999809265,0,1,86,false,false,true,false,true,ohyama
11.316699999809265,13.507599999904633,0,1,102,false,false,true,false,false,ohyama
13.507599999904633,14.061099999904632,0,1,101.5,false,false,true,false,true,ohyama
14.061099999904632,14.325900000095366,0,1,103,false,false,true,false,false,ohyama
14.325900000095366,14.575400000095367,0,1,101.5,false,false,true,false,true,ohyama
14.575400000095367,15.4055,0,1,103,false,false,true,false,false,ohyama
15.4055,15.541400000095368,0,1,101.5,false,false,true,false,true,ohyama
15.541400000095368,15.721400000095368,0,1,101,false,false,true,false,false,ohyama
15.721400000095368,18.522099999904633,0,1,90,false,false,false,false,false,ohyama
18.522099999904633,19.004199999809266,0,1,93.5,false,false,true,false,false,ohyama
19.004199999809266,23.563400000095367,0,1,74.5,false,false,false,false,false,ohyama
23.563400000095367,23.665499999999998,0,1,74,false,false,true,false,false,ohyama
23.665499999999998,24.269199999809263,0,1,72.5,false,false,false,false,false,ohyama
24.269199999809263,32.376199999809266,0,1,102,false,false,true,false,false,ohyama
32.376199999809266,32.466300000190735,0,1,101.5,false,false,true,false,true,ohyama
32.466300000190735,36.9585,0,1,100,false,false,true,false,false,ohyama
36.9585,56.59630000019074,0,1,19,false,false,false,false,false,ohyama
56.59630000019074,62.30719999980927,0,1,68.5,false,false,true,false,false,ohyama
62.30719999980927,63.59680000019074,0,1,87.5,false,false,true,false,true,ohyama
63.59680000019074,68.05130000019074,0,1,103,false,false,true,false,false,ohyama
68.05130000019074,69.2155,0,1,101.5,false,false,true,false,true,ohyama
69.2155,71.51919999980927,0,1,102,false,false,true,false,false,ohyama
71.51919999980927,71.9645,0,1,101.5,false,false,true,false,true,ohyama
71.9645,72.47880000019074,0,1,101,false,false,true,false,false,ohyama
72.47880000019074,72.956,0,1,100,false,false,false,false,false,ohyama
72.956,72.9595,0,1,99.5,false,false,true,false,false,ohyama
72.9595,73.98280000019074,0,1,96,false,false,false,false,false,ohyama
73.98280000019074,74.0855,0,1,98.5,false,false,true,false,false,ohyama
74.0855,74.17609999990464,0,1,99.5,false,false,true,false,true,ohyama
74.17609999990464,74.47859999990463,0,1,102,false,false,true,false,false,ohyama
74.47859999990463,74.74069999980927,0,1,101.5,false,false,true,false,true,ohyama
74.74069999980927,74.84109999990464,0,1,103,false,false,true,false,false,ohyama
74.84109999990464,75.20609999990464,0,1,101.5,false,false,true,false,true,ohyama
75.20609999990464,84.52159999990464,0,1,100,false,false,true,false,false,ohyama
84.52159999990464,88.97880000019074,0,1,82,false,false,false,false,false,ohyama
88.97880000019074,89.0985,0,1,81.5,false,false,true,false,false,ohyama
89.0985,90.16930000019074,0,1,78,false,false,false,false,false,ohyama
90.16930000019074,90.37430000019074,0,1,78.5,false,false,true,false,false,ohyama
90.37430000019074,90.37859999990464,0,1,79.5,false,false,false,false,false,ohyama
90.37859999990464,90.47819999980926,0,1,79,false,false,true,false,false,ohyama
